business_id,state,latitude,longitude,stars,review_count,cluster
3BJxm-HnvzdwD1zjmSbmyQ,PA,39.963077709,-75.1680274529,3.0,137,0
9C2rpb56aQvW0ViZHK9sPw,AZ,32.206315,-110.887843,3.5,56,1
SZU9c8V2GuREDN5KgyHFJw,CA,34.4087147,-119.6850187,4.0,2404,2
aNtKyc2rr-uK5cqzY9TVQQ,FL,27.894167,-82.779866,3.0,19,5
X_E7U2lVNEwbH_gpOBmAHQ,TN,36.162799,-86.776016,4.0,182,1
G4lRmwDHdvhZAhmtlsYYBw,TN,36.112075744,-86.7674462724,1.5,37,1
BxhkoR6cscJwwex8gx31OA,TN,36.296536,-86.700179,3.5,40,2
Ms5xG8i4p80KSMcF3tt4ug,NJ,40.2668877,-74.8056572,4.0,52,0
ORL4JE6tz3rJxVqkdKfegA,TN,36.2115923083,-86.6943191727,3.0,1639,5
QjV4v7q_pt7tt3K1US7IHg,FL,28.0548882706,-82.3995484,3.0,5,3
59jkCUm4yHciKL1KW_1HJA,PA,40.2295269733,-75.1310898382,2.5,25,5
yM8LlTInbQH4FwWC97lz6w,MO,38.6124951839,-90.2219420671,1.5,100,5
CtMEJxpVMlNzFpB4PtFjfA,FL,28.192191035,-82.396367,4.0,75,1
O1oZpbZNDMH_gz8DhsZCdA,PA,40.012141,-75.1150148,1.5,15,0
vPcfJ3rm3NpdqVDod2WxLA,PA,40.2177843,-74.9265858,1.5,27,3
pmuuoDqNZp7518AUd-YmPA,PA,40.1124813,-75.3799748,3.5,60,2
tSFXJ0GFl5iUdy021YgWLw,IN,39.781126,-86.1241235,5.0,7,5
ZU6NodDOWaabGkeNpOWdXw,FL,27.9657471097,-82.7989008,4.5,6,5
Dtuf4vD0znzwJW9vk3iTNw,IN,39.8887246,-86.1212129,4.0,246,1
Ucl9Vo5lwrUmYbV8Dv8X5g,FL,28.09236,-82.500588,4.0,108,3
6BF3eaIzHtoNHSxKTFnTyg,IN,39.7627741475,-86.3793863588,3.5,13,0
Y6heWJJ9AmEL58fZwgi9YQ,AZ,32.3387235226,-111.0303098651,4.0,58,4
bTve2mwLk5Zc01vRKqc2KQ,PA,39.9385518,-75.1496356,4.5,183,0
uDQgmudYDKiB6n4vwbEeDg,TN,35.9565328581,-86.8027199385,4.5,112,0
VVvUBlc_WIEb8obKGq39dA,FL,27.9803985924,-82.5377866183,4.5,39,3
py5aKmlTB2NarfsfcOpHOQ,FL,27.9767745,-82.5374233,2.5,55,3
wZhGuW7vQpfhxeEvLHkTrA,ID,43.6196488,-116.3871392,4.5,119,1
YR0nwxBOKk6DiLHNItfsBQ,AB,53.625071,-113.6166452,3.5,14,2
n8ecak12IF_jhnPNs37AZA,PA,39.9768798,-75.1161695,4.5,12,0
_T0cPZE2ZJOTTlYYKMP64Q,PA,39.9563959,-75.2253784,4.5,66,0
1dSKEitDDgIkaApe6UNMSA,TN,36.1530043,-86.8433279,5.0,18,1
rZw9O5lJ36m_mXeRKE4G9A,PA,40.0062075104,-75.7044510304,4.5,29,4
Pr_Mlt9FqdcW7WCFGJmozA,NV,39.305224,-119.652596,4.5,104,4
e8pMCk4bE0U4qk7z59Lxkg,PA,39.963042,-75.1741858944,4.5,11,0
zVlhs7BVaouutt-rles-YA,FL,27.806517,-82.749065,4.5,99,0
1E9o1SNo7UTf1XHTFPv1_Q,TN,35.9326054453,-86.860662065,4.5,66,0
f82dhKNiUXsDVPMLqKYiIQ,AZ,32.2509598946,-110.9591583204,4.0,446,2
FF45pKN_lzqG8Bqk-_HQvw,MO,38.5844866,-90.266699,4.5,49,5
bDAlJYMIzwOewIThe2IZjQ,IN,39.699929,-86.2416313,4.0,12,5
SRexiuEsx1d9-dZVUsssQA,FL,27.9373704213,-82.3077001423,3.5,24,2
xJyp6RLqNRv3tSu6njPKxQ,PA,40.0236651,-75.6291878,3.0,208,4
1P_mGUY1PyPq7_ZabrzpBw,MO,38.6243584,-90.1886849,4.0,261,5
XwoXi0M66RU6Gouq-DSDHw,FL,28.0921362,-82.5785736,4.0,82,3
0DbIUh_Xuj6H5B_SF0RLCQ,IN,39.8518617214,-86.3847577572,4.0,74,0
bSJczuohHVko33UT82hnfA,LA,29.948395,-90.075281,4.0,302,0
rmHgqdVkLsGN2byesWRo0w,NJ,39.9394973,-74.9743023,3.5,12,3
JfGfqCnk0-Tnf6PlahPUJQ,AB,53.436403,-113.604288,4.0,10,5
aNXw3PkXVt8ANwLyCfcmpg,PA,40.2637063378,-75.3179157563,1.5,17,5
GVqXNt0HKJLpciN9ePxnWw,PA,39.9368911,-75.1672837,2.5,16,0
JwBTq6IOFH97b9Hr6RT7pw,AB,53.5225968429,-113.61922974,3.0,5,5
dChRGpit9fM_kZK5pafNyA,PA,39.9506555,-75.1708991,4.0,618,0
uyc-S7lauYjzouYQ2TM76A,MO,38.7461593,-90.2798145,2.0,9,4
YE2TePip0TxcdquF5hGauQ,TN,36.3260267,-86.7040631,4.5,14,2
KdkMXzeoqpfNsZd-_axoTQ,NV,39.5428346,-119.8569115,4.5,41,3
od6skmfXz9twktEAuJHEmw,PA,40.0099504,-75.2591858,4.0,120,2
j9Kaj_6tSeXmVMYCgZithg,FL,28.188219,-82.347274,4.5,496,1
EIlFs8kybcG-l60GJjNUIA,FL,28.0420037,-82.6746125,2.5,20,5
QWqKTWQ2OiDgo3dzNkpung,PA,40.0520643,-75.1273939,4.5,351,0
Wt1W6qwCvna1KzIuJRJbwA,NJ,39.7119376,-75.1109667,4.0,88,1
ifjluUv4VASwmFqEp8cWlQ,CA,34.4362361,-119.7261474,4.0,64,4
bPPy7yNFfb-6N_bHkn1qAw,IN,39.7733919,-86.0860599,3.0,17,5
516L9-ZWyqVgzqjP5uW7Jg,FL,27.9444574,-82.4578244,4.0,6,3
7mpYTDb24SywNMRn3yeakQ,PA,39.9418766,-75.1451988,4.0,604,0
iEC0VzHM2hQ13wM7c0QwgQ,PA,40.180187,-74.87527,3.5,56,3
OlD8UoHqrKnLoZUFxuas_w,FL,28.4934721999,-82.546930168,2.5,5,4
D7z_V6E8cxXghSRcHAmUPg,AZ,32.149473,-110.9781864,4.0,92,0
gb7JjRJtzWDsIWpJihZhBQ,NJ,39.6773020944,-75.4953995347,2.0,20,4
JPm93BlP-UHYPqFgK66JUw,NJ,39.8826936,-75.0583844,4.5,70,3
VeFfrEZ4iWaecrQg6Eq4cg,CA,34.4305419,-119.882367,4.0,189,0
hsyIDX4x4ndYEvPoJF6_1g,MO,38.5787245,-90.2822168,4.5,22,5
rR30b1XWbxZFFgLyGbfNAw,IN,39.7802203,-86.1418027,4.5,132,5
4QFqi8w3rlZTcc5LXKyPJw,TN,36.387932573,-87.0147362534,4.0,31,4
GpFRwCHN0RI8yFbcfXjfUg,AB,53.5417173,-113.4919398,3.5,9,0
QZLOM3T6xl7y1Q6zqoqHWg,PA,39.879183,-75.396768,3.5,26,2
9qxMhGWjGsuPUoQB3Y74Wg,MO,38.6369079537,-90.1954829934,1.5,62,5
pJB63RaQpkTIKBhfTsLQQg,IN,39.9970877,-86.0023117,4.0,83,1
TGfPJHImEq6AQL9a1laxlg,PA,40.08178,-75.0267907,4.0,80,3
CPgWuWGZ4v2sZr5_-1kluw,PA,39.9719414,-75.159771,2.0,21,0
VCkSUsdL5P0p16DAPxVROA,PA,39.960811,-75.1573883,4.0,31,0
dIpTuL2T1L98GQGU17IeSw,FL,27.9600238,-82.4444005,4.0,548,3
XRkzSBTroG7kIdI7Z8ic6g,LA,29.994939,-90.18365,3.0,51,2
1tLrjXG-I9hkOoZxlbwDqw,PA,40.1083808,-75.318943,4.0,9,2
SlLfWzeYOrVBxCd-0QILZQ,NJ,39.8996609,-74.9532997,4.0,238,5
adATTqggIQX5xxLDISkFTw,AZ,32.2712313189,-110.9920754497,5.0,25,2
bdfZdB2MTXlT6-RBjSIpQg,CA,34.4129345,-119.8555307,3.0,184,0
ZpmSEd9N042IJanBiKlKiQ,ID,43.6111922,-116.2062753,4.0,19,0
SwWfW3vBn5QkDE7T3urGAg,TN,36.162142,-86.516006,4.5,246,5
W4rgF_1eKzFZiGUOsgbGMA,IN,39.9710819,-86.1601728,4.0,243,1
yN6jZyG1G1FG_HCZQlJZ1g,IN,39.979376,-86.001692,4.0,188,1
-lVTNjVoTMOkD-eT--u0oA,MO,38.7687445,-90.5219795,3.5,66,3
TCxvQgfBD6_JjOM3N1VPRA,MO,38.4863979071,-90.5041513042,4.5,8,2
lPPYZr1_jx0XeW-xR9WJtw,AB,53.5428720873,-113.4995122836,4.0,87,0
0sr1EyOc6Td1C-962QW88w,PA,40.088398,-75.2926963,4.0,44,2
SFKjUQ1gmfwm7cJhMCFmkA,FL,28.497700000000002,-82.650015,4.0,214,4
frsWe9bmMOMIBOBNzsCTew,MO,38.7790065,-90.2800209,4.0,26,4
xwSWtJcQkzTF6HNm_IMgcg,CA,34.4290427,-119.8693616,2.5,94,0
yFqq66GxRjnhZXPgjA6hnw,PA,40.031578,-75.104787,2.0,7,0
IbndcMURguByburM72o3SA,PA,40.2285432,-74.9370146,4.5,124,3
diwwt5QBU3-Thig9SVlsOA,NV,39.5295616355,-119.8145651258,3.5,592,5
3uvFklejzRPwEPEZQ5vHYQ,PA,39.916175541,-75.3876546369,3.5,14,2
0l_njS4wGMadAk1b4nZRUA,PA,40.089985,-75.382315,2.5,58,2
lB6jIOb1UBATmdfot4KJew,MO,38.5245347,-90.355678,4.0,126,1
cm0bhBDPM3bjBefmEXa3BQ,PA,39.8808598,-75.5482765,3.5,63,4
MObScX791gFEwtkoFA9GQg,NJ,39.65126,-75.31747,3.5,20,4
3c9TiufCFT2yXXj3R08Vwg,FL,28.0148425,-82.1231756,3.5,64,2
TJe1ZGe-X0-GjOQd00kKxA,ID,43.671633,-116.283591,4.0,115,3
nHUJCK-Ek_lAVTSyEz9GEQ,FL,28.4352625,-82.5669664,4.5,10,4
jZoeTGRfhG9n_Jo6VMqwxw,AB,53.4945772799,-113.517946463,4.0,57,0
A1lAqN3SOaBLoo6NqVcy4Q,FL,27.925332,-82.325395,2.0,6,2
kGjpBqAqG4mIuFSgU2KKEA,PA,39.948365,-75.1744997,4.0,28,0
kLSEk3qXY1KdtFjxHJ9pww,PA,40.0884161,-74.9650112,1.5,20,3
uKEabBQrn0gLzvTppOrKIA,FL,27.7969762597,-82.6381678127,4.5,207,0
8JEOmVGQffkr6xtn4vvplQ,FL,27.713401,-82.394372,4.0,142,2
rF0xI_3jjlsEKp3N0Z0BuQ,PA,40.0750524,-75.2945235,4.0,135,2
qma1sGQv7ArUtzuUTQElRg,MO,38.62468,-90.5150663,4.0,313,2
zjQDk4tZyhEroyqtkgvx0g,IL,38.6041071,-89.8085329,3.5,52,3
jsQQu9rVerR3OGxIa0hRQQ,PA,40.024588,-75.3242387,3.0,63,2
Hp3Ony7yW60VPuWHQFIIHA,LA,29.963974,-90.0426042,4.5,73,0
UX3eq0WsVva-cqlVrzyzFg,NV,39.5351105,-119.7548567,3.0,284,2
aSJdDcspNCf-2oNF2E6SJQ,MO,38.7061191433,-90.2701565031,2.0,6,4
hDiCHlTXKGUj1Yh4tq223w,IN,39.7132613,-86.2360801,3.0,26,5
JQ75_672GKJQ3tK1togIWw,AB,53.5126039502,-113.3179124712,3.5,8,1
sophKEDc2rBDe-cuOaJDkA,FL,28.187946572,-82.3500558385,4.5,127,1
18eWJFJbXyR9j_5xfcRLYA,CA,34.3965102,-119.5216815,4.5,460,3
KsDY9IYqvumohkp74w5i6A,NJ,39.848349,-74.97713,4.0,21,5
VK5NEKDHnZG8YcAw2JpaWw,PA,40.185507,-75.574882,3.0,29,1
dBCNUSbz5-8nQNrxWo5deg,PA,40.1751076427,-75.0432257715,4.5,572,3
71U7MxQEhwitJOm4CQpRwQ,FL,27.920067,-82.4989209,4.0,325,3
mYbEGFsRcA0tfUNSYcBJMA,NJ,40.0377027,-74.9592809,5.0,8,2
Mt1FB8hM4XTi3Tk4i0q5gQ,NJ,40.3664177,-74.9416785,4.0,54,0
2DsplH_vy4GCcEnVpn0AbA,IN,39.768973,-86.153309,4.5,34,5
sWCCxY1-9B1FGlSVeQvnHg,FL,27.7854888011,-82.7302946082,4.0,125,0
wcpL6sD6jKsBO0tbdK2KEA,IN,39.9575816,-86.0106627,2.0,34,1
ZH-D4qbLggBSvwpF0zXrQQ,ID,43.6192456,-116.2546881,4.0,155,5
zIDuAuwyaLmNwv4k18mbwA,IN,39.8317759,-86.2404209,3.5,167,3
Gki1ureeRKqlIkQ-AELDVg,TN,36.163323,-86.7765917,3.5,49,1
q2N2KLhAeD0c0p-ryI3uDg,IN,39.85806,-86.390022,3.5,14,0
q4m9o8LDJRrdU1DcgcAm3w,FL,28.0173889,-82.734549,2.5,10,5
JomDoQafikclSVVCPkWjnA,PA,39.94796,-75.22198,4.0,301,0
gI34hM-873fwF1XQ8hOaSg,IL,38.9491828,-90.1903059,4.0,17,1
1ddqdY_piKp-abaZ-bGRSA,LA,29.9733253,-90.0810244,3.5,226,0
0pMj5xUAecW9o1P35B0AMw,PA,40.141292,-75.389286,3.5,8,1
RuBWR6CAgVi7iWR8LHUi6A,AB,53.551925,-113.4896661,4.0,30,0
gl9APAes1BYYt_8UsDVsPg,FL,27.9278613,-82.7961982,4.0,37,5
gyUBYwpUO_u0nqZdre4l1g,NJ,39.916113059,-74.9215189617,4.0,74,5
wMyHVb54Ne9SNasa4kjOCg,MO,38.6184117,-90.2741825,4.5,281,5
4FaYG9qKDpDyr68bKmaIEw,ID,43.6135729,-116.1999038,4.0,176,0
rqaIe-61HKlWaGYmVwlw8Q,ID,43.6046712,-116.22804,4.5,121,0
kq5Ghhh14r-eCxlVmlyd8w,PA,39.953291,-75.173645,4.0,65,0
MYoRNLb5chwjQe3c_k37Gg,PA,39.988107,-75.105553,3.5,6,0
L7mbUPFMAfetY0fzuYtZ_g,NJ,40.0153779791,-74.9543424694,3.0,7,2
7Ct4QuWaY63DkAOXqEiVGA,PA,39.9033171,-75.2844083,3.0,18,2
Wc-c_hQK4vFCl9keeVTUZw,LA,30.023792,-90.1136223,3.5,255,2
YhQAQhG1IkXJH7oLZMbM9w,NV,39.5836527,-119.740935,1.5,60,2
qMmEEvmRvcyJUD5SrKNCtA,IN,39.8540036,-86.2406392,3.0,20,3
qS4CaO_u_vMrTl31XJto1A,AB,53.5878652,-113.4915257,3.0,25,3
NVpbPRDvfwjb85CJwWE0nQ,PA,40.0903977316,-75.0926760348,4.0,55,0
LVteL0Rnh2E_yOFCLJUPhg,PA,39.916169,-75.382347,4.0,88,2
HjLYCBxJti8V-hsP_yVZ3w,ID,43.6161949628,-116.2027077,4.0,280,0
Iuir7lUtx-LMhYtStwyf3Q,IN,39.904151,-86.083809,4.0,26,1
vVm2qH6n4tWzN_qv6PBIVw,FL,28.130283,-82.364992,3.5,32,1
skN2XhKXlcjf53uIwzAedw,TN,35.9459704793,-86.8279486659,3.5,329,0
du_yelFmWOZDEyIAE-jdsQ,LA,29.9522480802,-90.0782639989,2.0,9,0
y1HgVnt4K5owmYXC5yXLGg,PA,39.9686973,-75.1606146,4.5,138,0
vo12FJ4dAdP8Jr4ctFYRkg,TN,36.2244538,-86.5418712,4.0,46,5
8P7YOM9ThhTvLqXfSWRcRA,MO,38.6735532,-90.4204985,3.5,65,3
I2CxrvM0BGH1svfxqGGD2g,TN,36.1226231735,-86.7761365195,3.5,472,1
wMJlbZt2vOTG_FV96gkRVA,NJ,39.9374871,-75.0363126,3.5,6,3
RrqRin8BYGrTlJbCDwtLzA,PA,39.9510885597,-75.1989988336,3.5,50,0
Nolwnmtnt5QeDGlS0bsCGQ,AB,53.5126210396,-113.3219998596,4.0,37,1
2vAqYNN86VWXZiy2E96-TQ,AZ,32.2324455,-110.9516985,3.0,13,2
wUEbysNWCtMSQAio6Ktn6Q,PA,40.138836,-75.1952339,3.0,22,5
W4ZEKkva9HpAdZG88juwyQ,LA,29.9543868,-90.0683629,4.0,2064,0
3swM60bulnut1d4AZti80Q,AZ,32.2739894,-110.9775344,3.5,37,2
4fUok5d5vgdQEb1Bzzg0rA,LA,30.0200051249,-90.2493493809,3.5,115,1
bdth7r1brx9yRU7sYwF9jQ,MO,38.596068,-90.493565,4.0,254,2
g7GCbnZC_HKO0ybNt7NXBw,TN,36.202427,-86.692898,1.0,6,5
iNMdSi5bmvGSGeRQiUW4dw,AZ,32.1637404,-110.9167218,2.5,14,0
rBE5TT_ndOOczNBrbRnJwA,FL,27.9491200666,-82.458398826,4.0,325,3
oRZzKWdyMQld6N_y4UWkAg,FL,28.0819277157,-82.5391477434,4.0,316,3
LKGlZW0mmuoXvKB04FSP-A,NJ,39.7566327,-75.0463982,3.5,26,1
dUctvEfHQccW_uxtRup2QQ,FL,27.7899621,-82.7262212,3.0,212,0
TSgZB6PkWFjmasewVkySjA,IN,39.8104692,-86.1413134,3.0,10,5
K5ffo0hkwhG33BDNQrJF6A,PA,40.3072739,-75.1299259,4.0,105,5
Ojd913yxClnEwQSthSd8XQ,AB,53.4531516,-113.48298,3.5,8,4
oQYZ3j2H758y07p4RpCWug,AZ,32.2627192,-110.9446296,4.5,89,2
lgu_KwQLd8TX2ewsNIzsjA,MO,38.6549760334,-90.2968843281,4.5,69,0
HuDNHqKv9n1mWpe4BqCnwA,PA,40.0352350987,-75.2167929785,3.0,54,0
XQnb4KnTqO-QdvEFYpcwAA,LA,29.8968561,-90.1409146,2.5,11,3
H2nFgEFitRk7ltE8IRH0xA,FL,27.944918,-82.523213,2.5,42,3
koeubKPpi6ax4FDh7_zcWg,NJ,40.2071578,-74.7499323386,5.0,5,0
BxR5hjyBnJZrm_nnaCtGQw,PA,39.9822933,-75.1031599,4.5,29,0
T9n_LqUUhC2b1ALhg57Y5Q,PA,40.09165,-74.93997,4.0,240,3
slie9368A_rG70_1Wxe50g,AZ,32.2644762747,-110.9259400061,2.5,27,2
_NhT0A3LUEd75L_cEXf2_A,DE,39.7457361,-75.6098744,3.0,7,1
NQSnr4RPUScss607oxOaqw,PA,40.0603863,-75.0845897,4.5,116,0
Ea2hPSFazxXITET4f6ZJhw,FL,28.140648,-82.461204,3.0,46,1
C3roKH0ekXBz8l0ZoUIvAA,AZ,32.2865595,-110.9982234,4.0,9,2
7utsfp2dXJ09j8Gb9hAIvA,PA,40.1053723,-75.3404208,4.5,89,2
joeRm-_7T0XTkMdKo2nbaA,PA,40.0451819,-75.388188,4.5,126,2
QehLpDI-ZdJJLu5dobDdxg,AB,53.570634,-113.416455,4.0,7,3
k0AO8X3VzWe_F4lkMb0eSg,NJ,39.9647367,-74.9453088,4.5,202,3
_HcAoG6Jj_XTj4-XNEbo6Q,FL,28.0533288743,-82.3928146398,3.0,172,3
MuKoTR56s6elHEI2wUkgJA,MO,38.6267906,-90.2567049,4.5,470,5
V6Om7YZhlRQRU7WfuxHq8Q,PA,39.9533224742,-75.1590000821,4.0,485,0
COclRBaXBjYpomS4syUmvg,IN,39.870878,-86.1422438,4.0,170,1
qUHaTDZlzjPXSvXrLk66mw,NJ,39.9199498,-74.9283212,4.5,196,5
DOl21AqtT74dUZ3kvXNNcA,PA,39.9415201345,-75.1509702725,4.5,159,0
wgcSbX3osqRibWW7pVyfww,AZ,32.2298503,-110.9900599,2.0,13,2
FzelkV3vzxkRgBmVSIqALA,IL,38.7733254332,-89.9929298076,3.0,34,5
MKy5T5exCdH4IUVlYPtWkw,IN,39.834095,-86.0276615,3.5,14,4
GfDdZfZeq690h3AS5QbjvA,ID,43.6105313,-116.2838307,3.5,22,5
qbPsfIKJZQAlrPaYmSyZuQ,NV,39.5401545,-119.7483949,4.0,7,2
lj-E32x9_FA7GmUrBGBEWg,MO,38.6324938,-90.4064437,3.5,366,0
QNxXsVPYcecUuhGRG-88OQ,FL,28.002703,-82.4590917,4.0,101,3
RzGr37s8p2ujVuN9of7ksQ,TN,36.0744978515,-86.7254739712,4.5,44,1
_v8Ccd70N6uXw8muQeyhOA,AB,53.5978212,-113.5706935,3.5,52,2
isbeaPln-E0DdffLRsuFhw,PA,40.3136566,-74.8957796,4.0,109,3
5wgoIQXyP3BEPZLiVi1W8A,LA,29.9426876,-90.065991,3.5,213,0
2FOU5-I_eCGVNdr8R5wciQ,IN,39.949498,-86.333274,4.0,27,3
i8UZblHPk2O-iNKJrnWQ_Q,AZ,32.220539,-110.809269,2.5,26,1
hTyJhpH7Bl5moMWQb4Sosg,FL,28.169016,-82.356628,5.0,88,1
2quqM0ajKfTC_DV8sLAvxQ,ID,43.6033767164,-116.4330922049,3.5,39,1
CyGxCUdTRGUPKGOgzC6Zug,AB,53.5178491,-113.4951883,3.5,54,0
IXv-g1iK3Hwsnxp0vT8OgA,AZ,32.2979232056,-110.9969272166,2.5,71,2
PvT44WlqJLkUrCITo6AjRA,PA,40.0771492176,-75.2087070076,3.0,151,0
7pxE4BFDibv6Q7MBbNOPQA,IN,39.8829229,-86.2435883,3.5,45,3
i6kNeNRrER8ocnpkBJ3wBA,PA,39.9505756,-75.3120184,3.0,54,2
xPSetcLWfl_3JoENfGf89w,MO,38.5667652088,-90.4985027735,4.0,37,2
eJFw8xWcqyAno0SclR4uzg,AB,53.5407845,-113.4922256,4.0,51,0
ziFtaIQdzQfFL79iLTq_zQ,PA,39.89378,-75.3197179,4.0,48,2
7p4iMnA_hE1Gpz6Yoc7TOQ,NV,39.518212,-119.73758,4.5,23,2
uE3yzH2l1A_FYciu95EptA,TN,35.8994368,-86.8755453,4.0,157,0
2fTfpN5SggLgW4LlzptMPg,AB,53.5410214625,-113.4992408752,4.5,116,0
aYJjJMN8heS2PmkvsQzaZg,LA,29.9654586,-90.0695669,4.5,137,0
yS0TsUzKBQlHQCZZeBrxww,IN,39.8244846,-86.2709327,4.5,176,3
7L2E_JyL7L2vgVAxArcUYg,MO,38.5113828241,-90.4436020476,4.0,12,2
QkyEr9j7il9lJqseTbPe5w,PA,39.9182380676,-75.3896167572,3.5,192,2
Nemb9iLSuFgHsU6Rv8Y1Tg,AB,53.6224138,-113.6075804,3.0,8,2
XGV6orMei8NRfmbpsRC3Rg,IN,39.9149138,-86.2259734,4.0,28,3
8SqvtaRu9likNDAfAU-HBQ,TN,36.2027284902,-86.6944885254,3.0,15,5
CE9wc-UtRIwiyo5i4QO1Og,ID,43.687375,-116.334128,4.0,156,4
7CBsFEzEny_Ro833RS6Acg,TN,36.169445,-86.78794,3.5,9,1
AaWmckcT3O1iQSAIUmzwUA,FL,27.9519956663,-82.829717,4.0,339,5
vQ3bOb_sq0peWxJx3VoCDw,IN,39.9411009,-86.1463788,4.0,42,1
-rTJCKclkU_ZnoQb4oKa9w,FL,27.820184,-82.655327,4.5,60,0
5TVWytR2oNbSKYgfxypuBw,MO,38.6197152,-90.2556467,4.0,229,5
nBr6NgqcZz1GhtAngU0RSQ,PA,39.9813471541,-75.1322471288,4.5,10,0
_1jlbXWMxN50PQlaRpev7A,NJ,39.8801882243,-75.0052480303,4.5,79,3
UFpCraqzFBAhtZqmxmiWsA,CA,34.4233018995,-119.7054707479,4.5,116,2
jcmqREAt1nOg3ABv4ZeD3w,FL,27.96264,-82.5694048,4.5,27,3
y44MbCvvtmg1FpkNGSWisw,PA,39.8773236045,-75.2436721818,2.5,172,0
diqXZ9CBFlIHW7i9UHefhw,TN,36.0842766668,-86.7042401,1.5,9,3
sway6xsRT_CUC6peK_Pyww,TN,36.1647114553,-86.7793040316,3.5,178,1
IazLGcO9aggJnMMa_5UO1Q,PA,40.1826806624,-75.4521030608,5.0,6,1
l8uzbLGk9CLjElcWGyBZ0Q,AB,53.51263,-113.476381,4.5,32,0
0HgAYe8KZ_8nHyELHFwrpA,PA,40.2590433156,-75.325845754,2.0,13,5
uxoQdZD3mEptaPohiLQg1w,PA,40.1298141,-75.5764069,4.5,56,1
fgIAN_Y-hgPq6E-MPZk8vg,AB,53.4263416,-113.5188169,3.5,7,4
LSdg7x7HhUdvYUevvYVHjQ,PA,39.983319,-75.101136,2.5,8,0
_49FsmTfruZSTjxU4OwOsg,TN,36.1436547,-86.8135218,3.5,120,1
24Rr4ALt3fDNROR5LEgp0g,IL,38.9226213,-90.1925518,2.5,22,1
E9-k8aOCS2sSh9RYxvWU_A,PA,40.1455977,-75.3182664,3.0,69,5
AuTmUY381to83xPwovoERg,TN,36.2649788207,-86.712538285,2.5,31,2
yzRC9gyhblU3a5hDct2S2Q,PA,40.000783,-75.2964267,4.0,34,2
KidSvYABnawyuS_3lIYQzQ,PA,40.2358073358,-75.289159186,4.0,5,5
IS0B5nLJPluVT8NwGgospA,IL,38.5965175492,-89.9841942417,2.5,187,4
